Symbol,Name,IPOyear,Sector,Industry,List
PD,"PagerDuty, Inc.",2019,Technology,Computer Software: Prepackaged Software,NYSE
PAGS,PagSeguro Digital Ltd.,2018,Technology,EDP Services,NYSE
PANW,"Palo Alto Networks, Inc.",2012,Technology,Computer peripheral equipment,NYSE
PAM,Pampa Energia S.A.,n/a,Public Utilities,Electric Utilities: Central,NYSE
PHX,Panhandle Royalty Company,n/a,Energy,Oil & Gas Production,NYSE
PARR,"Par Pacific Holdings, Inc.",n/a,Energy,Oil & Gas Production,NYSE
PAR,PAR Technology Corporation,n/a,Miscellaneous,Office Equipment/Supplies/Services,NYSE
PGRE,"Paramount Group, Inc.",2014,Consumer Services,Real Estate Investment Trusts,NYSE
PKE,Park Aerospace Corp.,n/a,Capital Goods,Military/Government/Technical,NYSE
PK,Park Hotels & Resorts Inc.,2016,Consumer Services,Hotels/Resorts,NYSE
PH,Parker-Hannifin Corporation,n/a,Capital Goods,Metal Fabrications,NYSE
PE,"Parsley Energy, Inc.",2014,Energy,Oil & Gas Production,NYSE
PSN,Parsons Corporation,2019,Technology,EDP Services,NYSE
PRE^F,PartnerRe Ltd.,n/a,n/a,n/a,NYSE
PRE^G,PartnerRe Ltd.,n/a,n/a,n/a,NYSE
PRE^H,PartnerRe Ltd.,n/a,n/a,n/a,NYSE
PRE^I,PartnerRe Ltd.,n/a,n/a,n/a,NYSE
PRTY,Party City Holdco Inc.,2015,Consumer Services,Other Specialty Stores,NYSE
PAYC,"Paycom Software, Inc.",2014,Technology,Computer Software: Prepackaged Software,NYSE
PBF,PBF Energy Inc.,2012,Energy,Integrated oil Companies,NYSE
PBFX,PBF Logistics LP,2014,Energy,Natural Gas Distribution,NYSE
BTU,Peabody Energy Corporation,2017,Energy,Coal Mining,NYSE
PSO,"Pearson, Plc",n/a,Consumer Services,Books,NYSE
PEB,Pebblebrook Hotel Trust,2009,Consumer Services,Real Estate Investment Trusts,NYSE
PEB^C,Pebblebrook Hotel Trust,n/a,n/a,n/a,NYSE
PEB^D,Pebblebrook Hotel Trust,n/a,n/a,n/a,NYSE
PEB^E,Pebblebrook Hotel Trust,n/a,n/a,n/a,NYSE
PEB^F,Pebblebrook Hotel Trust,n/a,n/a,n/a,NYSE
PBA,Pembina Pipeline Corp.,n/a,Energy,Oil & Gas Production,NYSE
PEI,Pennsylvania Real Estate Investment Trust,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PEI^B,Pennsylvania Real Estate Investment Trust,n/a,n/a,n/a,NYSE
PEI^C,Pennsylvania Real Estate Investment Trust,n/a,n/a,n/a,NYSE
PEI^D,Pennsylvania Real Estate Investment Trust,n/a,n/a,n/a,NYSE
PFSI,"PennyMac Financial Services, Inc.",2013,Finance,Finance: Consumer Services,NYSE
PMT,PennyMac Mortgage Investment Trust,2009,Consumer Services,Real Estate Investment Trusts,NYSE
PMT^A,PennyMac Mortgage Investment Trust,n/a,n/a,n/a,NYSE
PMT^B,PennyMac Mortgage Investment Trust,n/a,n/a,n/a,NYSE
PAG,"Penske Automotive Group, Inc.",n/a,Consumer Durables,Automotive Aftermarket,NYSE
PNR,Pentair plc.,n/a,Technology,Industrial Machinery/Components,NYSE
PEN,"Penumbra, Inc.",2015,Health Care,Medical/Dental Instruments,NYSE
PFGC,Performance Food Group Company,2015,Consumer Non-Durables,Food Distributors,NYSE
PKI,"PerkinElmer, Inc.",n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE
PBT,Permian Basin Royalty Trust,n/a,Energy,Oil & Gas Production,NYSE
PVL,Permianville Royalty Trust,2011,Energy,Oil & Gas Production,NYSE
PRT,PermRock Royalty Trust,2018,Energy,Oil & Gas Production,NYSE
PRGO,Perrigo Company,n/a,Health Care,Major Pharmaceuticals,NYSE
PRSP,Perspecta Inc.,1998,Technology,EDP Services,NYSE
PTR,PetroChina Company Limited,n/a,Energy,Oil & Gas Production,NYSE
PBR,Petroleo Brasileiro S.A.- Petrobras,n/a,Energy,Oil & Gas Production,NYSE
PBR.A,Petroleo Brasileiro S.A.- Petrobras,n/a,n/a,n/a,NYSE
PFE,"Pfizer, Inc.",n/a,Health Care,Major Pharmaceuticals,NYSE
GHY,"PGIM Global High Yield Fund, Inc.",2012,n/a,n/a,NYSE
ISD,"PGIM High Yield Bond Fund, Inc.",2012,n/a,n/a,NYSE
PGTI,"PGT Innovations, Inc.",2006,Capital Goods,Building Products,NYSE
PM,Philip Morris International Inc,n/a,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
PSX,Phillips 66,n/a,Energy,Integrated oil Companies,NYSE
PSXP,Phillips 66 Partners LP,2013,Energy,Natural Gas Distribution,NYSE
FENG,Phoenix New Media Limited,2011,Consumer Services,Broadcasting,NYSE
DNK,Phoenix Tree Holdings Limited,2020,Consumer Services,Building operators,NYSE
PHR,"Phreesia, Inc.",2019,Miscellaneous,Business Services,NYSE
DOC,Physicians Realty Trust,2013,Consumer Services,Real Estate Investment Trusts,NYSE
PDM,"Piedmont Office Realty Trust, Inc.",n/a,Consumer Services,Building operators,NYSE
PCQ,PIMCO California Municipal Income Fund,2001,n/a,n/a,NYSE
PCK,Pimco California Municipal Income Fund II,2002,n/a,n/a,NYSE
PZC,PIMCO California Municipal Income Fund III,2002,n/a,n/a,NYSE
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",1993,n/a,n/a,NYSE
PTY,Pimco Corporate & Income Opportunity Fund,2002,n/a,n/a,NYSE
PCN,Pimco Corporate & Income Stategy Fund,2001,n/a,n/a,NYSE
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,2013,n/a,n/a,NYSE
PDI,PIMCO Dynamic Income Fund,2012,n/a,n/a,NYSE
NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,2019,n/a,n/a,NYSE
PGP,Pimco Global Stocksplus & Income Fund,2005,n/a,n/a,NYSE
PHK,Pimco High Income Fund,2003,n/a,n/a,NYSE
PKO,Pimco Income Opportunity Fund,n/a,n/a,n/a,NYSE
PFL,PIMCO Income Strategy Fund,2003,n/a,n/a,NYSE
PFN,PIMCO Income Strategy Fund II,2004,n/a,n/a,NYSE
PMF,PIMCO Municipal Income Fund,2001,n/a,n/a,NYSE
PML,Pimco Municipal Income Fund II,2002,n/a,n/a,NYSE
PMX,PIMCO Municipal Income Fund III,2002,n/a,n/a,NYSE
PNF,PIMCO New York Municipal Income Fund,2001,n/a,n/a,NYSE
PNI,Pimco New York Municipal Income Fund II,2002,n/a,n/a,NYSE
PYN,PIMCO New York Municipal Income Fund III,2002,n/a,n/a,NYSE
RCS,"PIMCO Strategic Income Fund, Inc.",1994,n/a,n/a,NYSE
PING,Ping Identity Holding Corp.,2019,Technology,Computer Software: Prepackaged Software,NYSE
PNW,Pinnacle West Capital Corporation,n/a,Public Utilities,Electric Utilities: Central,NYSE
PINS,"Pinterest, Inc.",2019,Technology,"Computer Software: Programming, Data Processing",NYSE
PHD,Pioneer Floating Rate Trust,2004,n/a,n/a,NYSE
PHT,Pioneer High Income Trust,n/a,n/a,n/a,NYSE
MAV,Pioneer Municipal High Income Advantage Trust,n/a,n/a,n/a,NYSE
MHI,Pioneer Municipal High Income Trust,2003,n/a,n/a,NYSE
PXD,Pioneer Natural Resources Company,n/a,Energy,Oil & Gas Production,NYSE
PIPR,Piper Sandler Companies,n/a,Finance,Investment Bankers/Brokers/Service,NYSE
PBI,Pitney Bowes Inc.,n/a,Miscellaneous,Office Equipment/Supplies/Services,NYSE
PBI^B,Pitney Bowes Inc.,n/a,n/a,n/a,NYSE
PIC,Pivotal Investment Corporation II,2019,Finance,Business Services,NYSE
PIC.U,Pivotal Investment Corporation II,2019,n/a,n/a,NYSE
PIC.WS,Pivotal Investment Corporation II,n/a,n/a,n/a,NYSE
PJT,PJT Partners Inc.,2015,Finance,Investment Managers,NYSE
PAA,"Plains All American Pipeline, L.P.",1998,Energy,Natural Gas Distribution,NYSE
PAGP,"Plains Group Holdings, L.P.",2013,Energy,Natural Gas Distribution,NYSE
PLNT,"Planet Fitness, Inc.",2015,Consumer Services,Hotels/Resorts,NYSE
PLT,"Plantronics, Inc.",1994,Public Utilities,Telecommunications Equipment,NYSE
AGS,"PlayAGS, Inc.",2018,Consumer Durables,Miscellaneous manufacturing industries,NYSE
PHI,PLDT Inc.,n/a,Public Utilities,Telecommunications Equipment,NYSE
PLYM,"Plymouth Industrial REIT, Inc.",2017,Consumer Services,Real Estate Investment Trusts,NYSE
PNC,"PNC Financial Services Group, Inc. (The)",n/a,Finance,Major Banks,NYSE
PNC^P,"PNC Financial Services Group, Inc. (The)",n/a,n/a,n/a,NYSE
PNC^Q,"PNC Financial Services Group, Inc. (The)",n/a,n/a,n/a,NYSE
PNM,"PNM Resources, Inc. (Holding Co.)",n/a,Public Utilities,Electric Utilities: Central,NYSE
PII,Polaris Inc.,n/a,Capital Goods,Industrial Specialties,NYSE
POL,PolyOne Corporation,n/a,Basic Industries,Major Chemicals,NYSE
POR,Portland General Electric Company,n/a,Public Utilities,Electric Utilities: Central,NYSE
PKX,POSCO,1994,Basic Industries,Steel/Iron Ore,NYSE
POST,"Post Holdings, Inc.",2012,Consumer Non-Durables,Packaged Foods,NYSE
PSTL,"Postal Realty Trust, Inc.",2019,Consumer Services,Real Estate Investment Trusts,NYSE
PPG,"PPG Industries, Inc.",n/a,Basic Industries,Paints/Coatings,NYSE
PPX,"PPL Capital Funding, Inc.",n/a,Public Utilities,Electric Utilities: Central,NYSE
PPL,PPL Corporation,n/a,Public Utilities,Electric Utilities: Central,NYSE
PYS,PPlus Trust,n/a,Finance,Finance: Consumer Services,NYSE
PYT,PPlus Trust,n/a,Finance,Finance: Consumer Services,NYSE
PQG,PQ Group Holdings Inc.,2017,Basic Industries,Major Chemicals,NYSE
PDS,Precision Drilling Corporation,n/a,Energy,Oil & Gas Production,NYSE
APTS,"Preferred Apartment Communities, Inc.",2011,Consumer Services,Real Estate Investment Trusts,NYSE
PBH,Prestige Consumer Healthcare Inc.,2005,Health Care,Major Pharmaceuticals,NYSE
PVG,"Pretium Resources, Inc.",n/a,Basic Industries,Precious Metals,NYSE
PRI,"Primerica, Inc.",2010,Finance,Life Insurance,NYSE
PRMW,Primo Water Corporation,n/a,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
PGZ,Principal Real Estate Income Fund,2013,n/a,n/a,NYSE
PRIF^A,"Priority Income Fund, Inc.",n/a,n/a,n/a,NYSE
PRIF^B,"Priority Income Fund, Inc.",n/a,n/a,n/a,NYSE
PRIF^C,"Priority Income Fund, Inc.",n/a,n/a,n/a,NYSE
PRIF^D,"Priority Income Fund, Inc.",n/a,n/a,n/a,NYSE
PRIF^E,"Priority Income Fund, Inc.",n/a,n/a,n/a,NYSE
PRIF^F,"Priority Income Fund, Inc.",n/a,n/a,n/a,NYSE
PRA,ProAssurance Corporation,n/a,Finance,Property-Casualty Insurers,NYSE
PG,Procter & Gamble Company (The),n/a,Basic Industries,Package Goods/Cosmetics,NYSE
PGR,Progressive Corporation (The),n/a,Finance,Property-Casualty Insurers,NYSE
PLD,"Prologis, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PUMP,ProPetro Holding Corp.,2017,Energy,Oilfield Services/Equipment,NYSE
PRO,"PROS Holdings, Inc.",2007,Technology,EDP Services,NYSE
PROS,"ProSight Global, Inc.",2019,Finance,Property-Casualty Insurers,NYSE
PBB,Prospect Capital Corporation,2015,n/a,n/a,NYSE
PBC,Prospect Capital Corporation,2018,n/a,n/a,NYSE
PBY,Prospect Capital Corporation,2018,n/a,n/a,NYSE
PB,"Prosperity Bancshares, Inc.",n/a,Finance,Major Banks,NYSE
PRLB,"Proto Labs, Inc.",2012,Capital Goods,Metal Fabrications,NYSE
PFS,"Provident Financial Services, Inc",2003,Finance,Savings Institutions,NYSE
PJH,"Prudential Financial, Inc.",n/a,Finance,Life Insurance,NYSE
PRH,"Prudential Financial, Inc.",n/a,Finance,Life Insurance,NYSE
PRS,"Prudential Financial, Inc.",2018,Finance,Life Insurance,NYSE
PRU,"Prudential Financial, Inc.",2001,Finance,Life Insurance,NYSE
PUK,Prudential Public Limited Company,n/a,Finance,Life Insurance,NYSE
PUK^,Prudential Public Limited Company,n/a,n/a,n/a,NYSE
PUK^A,Prudential Public Limited Company,n/a,n/a,n/a,NYSE
PSB,"PS Business Parks, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PSB^W,"PS Business Parks, Inc.",n/a,n/a,n/a,NYSE
PSB^X,"PS Business Parks, Inc.",n/a,n/a,n/a,NYSE
PSB^Y,"PS Business Parks, Inc.",n/a,n/a,n/a,NYSE
PSB^Z,"PS Business Parks, Inc.",n/a,n/a,n/a,NYSE
TLK,"PT Telekomunikasi Indonesia, Tbk",n/a,Public Utilities,Telecommunications Equipment,NYSE
PEG,Public Service Enterprise Group Incorporated,n/a,Public Utilities,Power Generation,NYSE
PSA,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PSA^B,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PSA^C,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PSA^D,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PSA^E,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PSA^F,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PSA^G,Public Storage,n/a,n/a,n/a,NYSE
PSA^H,Public Storage,n/a,n/a,n/a,NYSE
PSA^I,Public Storage,n/a,n/a,n/a,NYSE
PSA^J,Public Storage,n/a,n/a,n/a,NYSE
PSA^K,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PSA^V,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
PSA^W,Public Storage,n/a,n/a,n/a,NYSE
PSA^X,Public Storage,n/a,n/a,n/a,NYSE
PHM,"PulteGroup, Inc.",n/a,Capital Goods,Homebuilding,NYSE
PSTG,"Pure Storage, Inc. ",2015,Technology,Electronic Components,NYSE
PMM,Putnam Managed Municipal Income Trust,1989,n/a,n/a,NYSE
PIM,Putnam Master Intermediate Income Trust,1988,n/a,n/a,NYSE
PMO,Putnam Municipal Opportunities Trust,1993,n/a,n/a,NYSE
PPT,Putnam Premier Income Trust,1988,n/a,n/a,NYSE
NEW,Puxin Limited,2018,Consumer Services,Other Consumer Services,NYSE
PVH,PVH Corp.,n/a,Consumer Non-Durables,Apparel,NYSE
PYX,"Pyxus International, Inc.",n/a,Consumer Services,Farming/Seeds/Milling,NYSE
PZN,Pzena Investment Management Inc,2007,Finance,Investment Managers,NYSE
QTWO,"Q2 Holdings, Inc.",2014,Technology,Computer Software: Prepackaged Software,NYSE
QEP,"QEP Resources, Inc.",n/a,Energy,Oil & Gas Production,NYSE
QGEN,Qiagen N.V.,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NYSE
QTS,"QTS Realty Trust, Inc.",2013,Consumer Services,Real Estate Investment Trusts,NYSE
QTS^A,"QTS Realty Trust, Inc.",n/a,n/a,n/a,NYSE
QTS^B,"QTS Realty Trust, Inc.",n/a,n/a,n/a,NYSE
QUAD,"Quad Graphics, Inc",n/a,Miscellaneous,Publishing,NYSE
KWR,Quaker Chemical Corporation,n/a,Basic Industries,Major Chemicals,NYSE
NX,Quanex Building Products Corporation,n/a,Capital Goods,Metal Fabrications,NYSE
PWR,"Quanta Services, Inc.",n/a,Capital Goods,Engineering & Construction,NYSE
QD,Qudian Inc.,2017,Finance,Finance: Consumer Services,NYSE
DGX,Quest Diagnostics Incorporated,n/a,Health Care,Medical Specialities,NYSE
QES,Quintana Energy Services Inc.,2018,Energy,Oilfield Services/Equipment,NYSE
QHC,Quorum Health Corporation,2016,Health Care,Hospital/Nursing Management,NYSE
QUOT,Quotient Technology Inc.,2014,Consumer Services,Advertising,NYSE
QVCC,"QVC, Inc.",2019,Consumer Services,Catalog/Specialty Distribution,NYSE
QVCD,"QVC, Inc.",2018,Consumer Services,Catalog/Specialty Distribution,NYSE
CTAA,Qwest Corporation,2016,Public Utilities,Telecommunications Equipment,NYSE
CTBB,Qwest Corporation,2016,Public Utilities,Telecommunications Equipment,NYSE
CTDD,Qwest Corporation,2017,Public Utilities,Telecommunications Equipment,NYSE
CTV,Qwest Corporation,2014,Public Utilities,Telecommunications Equipment,NYSE
CTY,Qwest Corporation,2013,Public Utilities,Telecommunications Equipment,NYSE
CTZ,Qwest Corporation,n/a,Public Utilities,Telecommunications Equipment,NYSE
RRD,R.R. Donnelley & Sons Company,n/a,Miscellaneous,Publishing,NYSE
RMED,"Ra Medical Systems, Inc.",2018,Health Care,Medical/Dental Instruments,NYSE
RDN,Radian Group Inc.,n/a,Finance,Property-Casualty Insurers,NYSE
RFL,"Rafael Holdings, Inc.",2018,Finance,Real Estate,NYSE
RL,Ralph Lauren Corporation,1997,Consumer Non-Durables,Apparel,NYSE
RRC,Range Resources Corporation,n/a,Energy,Oil & Gas Production,NYSE
RNGR,"Ranger Energy Services, Inc.",2017,Energy,Oilfield Services/Equipment,NYSE
PACK,Ranpak Holdings Corp,2018,Consumer Durables,Containers/Packaging,NYSE
PACK.WS,Ranpak Holdings Corp,n/a,n/a,n/a,NYSE
RJF,"Raymond James Financial, Inc.",n/a,Finance,Investment Bankers/Brokers/Service,NYSE
RYAM,Rayonier Advanced Materials Inc.,2014,Basic Industries,Major Chemicals,NYSE
RYN,Rayonier Inc.,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
RTN,Raytheon Company,n/a,Capital Goods,Industrial Machinery/Components,NYSE
RMAX,"RE/MAX Holdings, Inc.",2013,Finance,Real Estate,NYSE
RC,Ready Capital Corporation,2013,Consumer Services,Real Estate Investment Trusts,NYSE
RCA,Ready Capital Corporation,2017,Consumer Services,Real Estate Investment Trusts,NYSE
RCB,Ready Capital Corporation,2019,Consumer Services,Real Estate Investment Trusts,NYSE
RCP,Ready Capital Corporation,2018,Consumer Services,Real Estate Investment Trusts,NYSE
RLGY,Realogy Holdings Corp.,2012,Finance,Real Estate,NYSE
O,Realty Income Corporation,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
RLH,Red Lion Hotels Corporation,n/a,Consumer Services,Hotels/Resorts,NYSE
RWT,"Redwood Trust, Inc.",1995,Consumer Services,Real Estate Investment Trusts,NYSE
RBC,Regal Beloit Corporation,n/a,Consumer Durables,Metal Fabrications,NYSE
RM,Regional Management Corp.,2012,Finance,Finance: Consumer Services,NYSE
RF,Regions Financial Corporation,n/a,Finance,Major Banks,NYSE
RF^A,Regions Financial Corporation,n/a,n/a,n/a,NYSE
RF^B,Regions Financial Corporation,n/a,n/a,n/a,NYSE
RF^C,Regions Financial Corporation,n/a,n/a,n/a,NYSE
RGS,Regis Corporation,1991,Consumer Services,Other Consumer Services,NYSE
RGA,"Reinsurance Group of America, Incorporated",n/a,Finance,Life Insurance,NYSE
RZA,"Reinsurance Group of America, Incorporated",n/a,Finance,Life Insurance,NYSE
RZB,"Reinsurance Group of America, Incorporated",2016,Finance,Life Insurance,NYSE
RS,Reliance Steel & Aluminum Co.,1994,Basic Industries,Metal Fabrications,NYSE
RELX,RELX PLC,2015,Consumer Services,Publishing,NYSE
RNR,RenaissanceRe Holdings Ltd.,n/a,Finance,Property-Casualty Insurers,NYSE
RNR^E,RenaissanceRe Holdings Ltd.,n/a,n/a,n/a,NYSE
RNR^F,RenaissanceRe Holdings Ltd.,n/a,n/a,n/a,NYSE
SOL,Renesola Ltd.,2008,Technology,Semiconductors,NYSE
RENN,Renren Inc.,2011,Technology,EDP Services,NYSE
RPLA,Replay Acquisition Corp.,2019,Finance,Business Services,NYSE
RPLA.U,Replay Acquisition Corp.,2019,n/a,n/a,NYSE
RPLA.WS,Replay Acquisition Corp.,n/a,n/a,n/a,NYSE
RSG,"Republic Services, Inc.",1998,Public Utilities,Environmental Services,NYSE
REZI,"Resideo Technologies, Inc.",2018,Capital Goods,Wholesale Distributors,NYSE
RMD,ResMed Inc.,n/a,Health Care,Medical/Dental Instruments,NYSE
RFP,Resolute Forest Products Inc.,n/a,Basic Industries,Paper,NYSE
QSR,Restaurant Brands International Inc.,2014,Consumer Services,Restaurants,NYSE
RPAI,"Retail Properties of America, Inc.",2012,Consumer Services,Real Estate Investment Trusts,NYSE
RVI,Retail Value Inc.,2018,Finance,Real Estate,NYSE
REVG,"REV Group, Inc.",2017,Capital Goods,Auto Manufacturing,NYSE
REV,"Revlon, Inc.",1996,Consumer Non-Durables,Package Goods/Cosmetics,NYSE
RVLV,"Revolve Group, Inc.",2019,Consumer Services,Catalog/Specialty Distribution,NYSE
REX,REX American Resources Corporation,n/a,Basic Industries,Major Chemicals,NYSE
REXR,"Rexford Industrial Realty, Inc.",2013,Consumer Services,Real Estate Investment Trusts,NYSE
REXR^A,"Rexford Industrial Realty, Inc.",n/a,n/a,n/a,NYSE
REXR^B,"Rexford Industrial Realty, Inc.",n/a,n/a,n/a,NYSE
REXR^C,"Rexford Industrial Realty, Inc.",n/a,n/a,n/a,NYSE
RXN,Rexnord Corporation,2012,Technology,Industrial Machinery/Components,NYSE
RH,RH,2012,Consumer Services,Other Specialty Stores,NYSE
RNG,"Ringcentral, Inc.",2013,Technology,EDP Services,NYSE
RIO,Rio Tinto Plc,2002,Basic Industries,Precious Metals,NYSE
RBA,Ritchie Bros. Auctioneers Incorporated,n/a,Miscellaneous,Business Services,NYSE
RAD,Rite Aid Corporation,n/a,Health Care,Medical/Nursing Services,NYSE
RFM,"RiverNorth Flexible Municipal Income Fund, Inc.",2020,n/a,n/a,NYSE
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",2019,n/a,n/a,NYSE
RMPL^,RiverNorth Marketplace Lending Corporation,n/a,n/a,n/a,NYSE
RSF,RiverNorth Marketplace Lending Corporation,2019,n/a,n/a,NYSE
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",2018,n/a,n/a,NYSE
RIV,"RiverNorth Opportunities Fund, Inc.",2015,n/a,n/a,NYSE
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",2016,n/a,n/a,NYSE
RLI,RLI Corp.,n/a,Finance,Property-Casualty Insurers,NYSE
RLJ,RLJ Lodging Trust,2011,Consumer Services,Real Estate Investment Trusts,NYSE
RLJ^A,RLJ Lodging Trust,n/a,n/a,n/a,NYSE
RMG,RMG Acquisition Corp.,2019,Finance,Business Services,NYSE
RMG.U,RMG Acquisition Corp.,2019,n/a,n/a,NYSE
RMG.WS,RMG Acquisition Corp.,n/a,n/a,n/a,NYSE
RRTS,"Roadrunner Transportation Systems, Inc.",2010,Transportation,Oil Refining/Marketing,NYSE
RHI,Robert Half International Inc.,n/a,Technology,Professional Services,NYSE
ROK,"Rockwell Automation, Inc.",n/a,Capital Goods,Industrial Machinery/Components,NYSE
RCI,"Rogers Communication, Inc.",n/a,Consumer Services,Television Services,NYSE
ROG,Rogers Corporation,n/a,Basic Industries,Major Chemicals,NYSE
ROL,"Rollins, Inc.",n/a,Finance,Diversified Commercial Services,NYSE
ROP,"Roper Technologies, Inc.",1992,Capital Goods,Industrial Machinery/Components,NYSE
RST,Rosetta Stone,2009,Technology,Computer Software: Prepackaged Software,NYSE
RY,Royal Bank Of Canada,n/a,Finance,Commercial Banks,NYSE
RY^T,Royal Bank Of Canada,n/a,n/a,n/a,NYSE
RBS,Royal Bank Scotland plc (The),n/a,Finance,Commercial Banks,NYSE
RCL,Royal Caribbean Cruises Ltd.,1993,Consumer Services,Marine Transportation,NYSE
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,NYSE
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,NYSE
RGT,"Royce Global Value Trust, Inc.",2013,n/a,n/a,NYSE
RMT,"Royce Micro-Cap Trust, Inc.",n/a,n/a,n/a,NYSE
RVT,"Royce Value Trust, Inc.",1986,n/a,n/a,NYSE
RES,"RPC, Inc.",n/a,Energy,Oilfield Services/Equipment,NYSE
RPM,RPM International Inc.,n/a,Basic Industries,Paints/Coatings,NYSE
RPT,RPT Realty,n/a,Consumer Services,Real Estate Investment Trusts,NYSE
RPT^D,RPT Realty,n/a,n/a,n/a,NYSE
RTW,"RTW Retailwinds, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
RYB,"RYB Education, Inc.",2017,Consumer Services,Other Consumer Services,NYSE
R,"Ryder System, Inc.",n/a,Consumer Services,Rental/Leasing Companies,NYSE
RYI,Ryerson Holding Corporation,2014,Basic Industries,Metal Fabrications,NYSE
RHP,"Ryman Hospitality Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,NYSE
SPGI,S&P Global Inc.,n/a,Finance,Finance: Consumer Services,NYSE
SBR,Sabine Royalty Trust,n/a,Energy,Oil & Gas Production,NYSE
SB,"Safe Bulkers, Inc",2008,Transportation,Marine Transportation,NYSE
SB^C,"Safe Bulkers, Inc",n/a,n/a,n/a,NYSE
SB^D,"Safe Bulkers, Inc",n/a,n/a,n/a,NYSE
SFE,"Safeguard Scientifics, Inc.",n/a,Finance,Finance/Investors Services,NYSE
SAFE,Safehold Inc.,2017,Consumer Services,Real Estate,NYSE
SAIL,"SailPoint Technologies Holdings, Inc.",2017,Technology,Computer Software: Prepackaged Software,NYSE
CRM,Salesforce.com Inc,2004,Technology,Computer Software: Prepackaged Software,NYSE
SMM,Salient Midstream & MLP Fund,2012,n/a,n/a,NYSE
SBH,"Sally Beauty Holdings, Inc.",n/a,Consumer Services,Other Specialty Stores,NYSE
SJT,San Juan Basin Royalty Trust,n/a,Energy,Oil & Gas Production,NYSE
SD,"SandRidge Energy, Inc.",2016,Energy,Oil & Gas Production,NYSE
PER,SandRidge Permian Trust,2011,Energy,Oil & Gas Production,NYSE
SAND          ,Sandstorm Gold Ltd,n/a,Basic Industries,Precious Metals,NYSE
SC,Santander Consumer USA Holdings Inc.,2014,Finance,Finance: Consumer Services,NYSE
SAP,SAP SE,n/a,Technology,Computer Software: Prepackaged Software,NYSE
SAF,Saratoga Investment Corp,2018,n/a,n/a,NYSE
SAR,Saratoga Investment Corp,n/a,n/a,n/a,NYSE
SSL,Sasol Ltd.,n/a,Energy,Oil & Gas Production,NYSE
BFS,"Saul Centers, Inc.",1993,Consumer Services,Real Estate Investment Trusts,NYSE
BFS^D,"Saul Centers, Inc.",n/a,n/a,n/a,NYSE
BFS^E,"Saul Centers, Inc.",n/a,n/a,n/a,NYSE
SCPE,SC Health Corporation,2019,Finance,Business Services,NYSE
SCPE.U,SC Health Corporation,2019,n/a,n/a,NYSE
SCPE.WS,SC Health Corporation,n/a,n/a,n/a,NYSE
SLB,Schlumberger N.V.,n/a,Energy,Oilfield Services/Equipment,NYSE
SNDR,"Schneider National, Inc.",2017,Transportation,Trucking Freight/Courier Services,NYSE
SWM,"Schweitzer-Mauduit International, Inc.",n/a,Basic Industries,Paper,NYSE
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,n/a,Technology,EDP Services,NYSE
SALT,Scorpio Bulkers Inc.,2013,Transportation,Marine Transportation,NYSE
SBNA,Scorpio Tankers Inc.,2014,Transportation,Marine Transportation,NYSE
STNG,Scorpio Tankers Inc.,2010,Transportation,Marine Transportation,NYSE
SMG,Scotts Miracle-Gro Company (The),1992,Basic Industries,Agricultural Chemicals,NYSE
KTF,Scudder Municiple Income Trust,1988,n/a,n/a,NYSE
KSM,Scudder Strategic Municiple Income Trust,1989,n/a,n/a,NYSE
SRL,Scully Royalty Ltd.,n/a,n/a,n/a,NYSE
SCU,"Sculptor Capital Management, Inc.",n/a,Finance,Investment Managers,NYSE
SCVX,SCVX Corp.,2020,Finance,Business Services,NYSE
